oa11cd,x,y,lat,lon
E00041754,426241.39,560678.982,54.940083,-1.5919341
E00041404,424599.74,562186.359,54.953717,-1.6174349
E00041485,416515.037,559171.49,54.926955,-1.7438312
E00041755,426055.511,560524.197,54.938709,-1.5948512
E00041665,427160.484,560332.45,54.936925,-1.5776224
E00041405,424809.141,562204.062,54.953869,-1.6141544
E00041484,411862.874,557482.445,54.911909,-1.8165046
E00041752,426329.743,560930.058,54.942343,-1.5905376
E00041662,426785.254,559666.749,54.93096,-1.583537
E00041402,424922.748,562223.327,54.954034,-1.6123884
E00041753,425863.82,560855.364,54.941693,-1.5978183
E00041663,427314.794,559333.531,54.927939,-1.5753134
E00041750,425923.297,559814.945,54.932336,-1.5969752
E00041660,427396.622,561579.96,54.948118,-1.5738207
E00041400,425162.76,562574.567,54.957176,-1.6086104
E00041481,411705.79,556908.427,54.906754,-1.8189766
E00041751,426119.849,559851.929,54.932658,-1.5939132
E00041661,426810.245,560222.288,54.935955,-1.5830952
E00041401,425100.519,562327.735,54.954959,-1.6096001
E00041948,419842.545,560016.57,54.934428,-1.6918598
E00041949,419455.385,560318.208,54.937157,-1.6978792
E00041816,415783.655,563759.472,54.968207,-1.7550028
E00041897,423388.45,560213.77,54.936046,-1.6365032
E00041758,425820.443,559914.745,54.933239,-1.5985737
E00041668,427160.236,560179.925,54.93555,-1.5776368
E00041408,424819.604,561837.847,54.95057,-1.6140299
E00041489,416290.217,559076.506,54.926109,-1.7473474
E00041817,414791.022,564332.188,54.973386,-1.7704683
E00041896,423226.025,560323.684,54.937042,-1.6390227
E00041759,426375.934,559893.04,54.933022,-1.5899143
E00041409,424639.989,561783.751,54.950094,-1.6168448
E00041488,416549.539,558988.632,54.92531,-1.7433111
E00041814,415899.233,564025.067,54.970594,-1.7531763
E00041815,414107.104,563718.463,54.967889,-1.7811835
E00041894,423611.061,560475.648,54.93839,-1.6330014
E00041812,429515.687,561870.714,54.950612,-1.5407099
E00041893,423587.268,560682.187,54.940251,-1.6333591
E00041813,415407.86,564428.19,54.974231,-1.7608401
E00041892,423135.507,560266.328,54.936534,-1.6404476
E00041810,429222.654,561821.389,54.950189,-1.5452893
E00041891,423404.677,560997.755,54.94309,-1.63619
E00041890,423545.035,560930.505,54.942481,-1.6339944
E00041818,416326.483,564259.906,54.972683,-1.746493
E00041899,424514.964,562845.592,54.959643,-1.618706
E00041819,415655.9,564473.728,54.974627,-1.7569634
E00041898,423620.471,560155.791,54.935514,-1.6328871
E00170013,422808.257,562446.485,54.956138,-1.6453789
E00166185,425038.457,562017.058,54.952177,-1.6105951
E00166187,426584.974,562792.594,54.959061,-1.5863855
E00166175,426579.177,562960.188,54.960571,-1.5864481
E00166177,425911.505,563875.834,54.968828,-1.5967976
E00166198,425027.012,563282.998,54.963545,-1.610657
E00166211,425606.673,562337.066,54.955024,-1.6016983
E00166206,425418.293,563517.059,54.965637,-1.6045297
E00041506,426036.28,559589.573,54.930308,-1.5952321
E00041587,425886.475,561922.086,54.95128,-1.5973635
E00041456,417371.779,562627.766,54.957982,-1.7302668
E00041766,425428.975,558952.932,54.924615,-1.6047759
E00042006,417644.261,562282.389,54.954873,-1.7260248
E00041507,426389.622,559364.789,54.928268,-1.5897442
E00041586,425806.459,562169.278,54.953504,-1.5985905
E00041457,417724.25,562630.693,54.957997,-1.7247543
E00041767,426169.135,561245.709,54.945182,-1.5930065
E00041504,415705.434,558131.911,54.917636,-1.7565266
E00041585,426691.756,560930.411,54.942324,-1.5848869
E00041454,417837.447,562727.412,54.958865,-1.7229837
E00041764,425572.635,559555.068,54.930026,-1.6024757
E00042004,417306.6,562303.728,54.955073,-1.7313012
E00041505,412473.648,558220.871,54.918526,-1.8069426
E00041584,426534.738,560920.906,54.942242,-1.5873385
E00041455,418617.646,562670.823,54.958324,-1.7108068
E00042005,417120.874,562311.89,54.955151,-1.7342051
E00041502,411695.39,558147.715,54.917888,-1.8190827
E00041583,426298.305,561436.439,54.946891,-1.5909753
E00041452,417256.665,562790.098,54.959451,-1.7320529
E00041762,425760.215,559683.902,54.931167,-1.5995306
E00042002,417622.089,562457.64,54.956446,-1.7263576
E00041503,412368.255,558264.54,54.918924,-1.8085788
E00041582,426588.273,561186.968,54.94463,-1.5864711
E00041453,418450.672,562768.179,54.959211,-1.7134084
E00041763,425625.157,559770.245,54.931956,-1.6016296
E00042003,417903.905,562445.002,54.956328,-1.7219705
E00041500,412126.975,558377.662,54.919945,-1.8123494
E00041450,418767.033,562830.912,54.959756,-1.7084541
E00041760,425424.687,560028.416,54.934284,-1.6047436
E00042000,417283.75,559984.148,54.934235,-1.731799
E00041501,412233.689,558343.348,54.919637,-1.8106815
E00041580,426874.133,561251.559,54.945198,-1.5820005
E00041451,417565.776,562680.937,54.958452,-1.7272341
E00041761,425305.592,559861.607,54.932789,-1.6066154
E00042001,417398.553,559892.544,54.933404,-1.7300098
E00041826,414987.639,564071.367,54.971035,-1.7674199
E00041916,420645.31,561772.409,54.950175,-1.6792022
E00041997,418462.542,560882.058,54.942263,-1.7133416
E00041508,426493.706,559070.113,54.92562,-1.5881483
E00041589,425903.693,561825.002,54.950407,-1.5971068
E00041458,418828.751,562562.405,54.957346,-1.7075189
E00041768,425945.271,560957.545,54.942605,-1.5965292
E00041827,415800.207,564357.44,54.97358,-1.7547046
E00041917,420821.979,561655.086,54.949117,-1.6764628
E00041996,417342.558,561598.034,54.948737,-1.7307814
E00042008,430179.476,561938.32,54.951184,-1.5303361
E00041509,426054.764,558984.775,54.92487,-1.5950058
E00041588,426536.129,561744.735,54.949647,-1.5872315
E00041459,419342.644,562575.427,54.957443,-1.6994917
E00041769,426266.481,560842.431,54.941555,-1.591529
E00041824,415227.876,564452.106,54.974452,-1.7636509
E00041914,420467.519,561744.118,54.949931,-1.6819833
E00041995,417639.97,561684.758,54.949499,-1.7261394
E00041878,423311.951,560684.256,54.940282,-1.637667
E00041928,420264.322,561191.169,54.94497,-1.6851914
E00041879,423593.282,560315.315,54.936953,-1.6332954
E00041929,420364.421,561297.894,54.945918,-1.6836229
E00041648,427196.892,562441.77,54.955874,-1.5768617
E00041738,428129.731,560242.613,54.936063,-1.5625077
E00041649,427121.931,562613.663,54.957424,-1.5780166
E00041739,428254.888,560095.207,54.934735,-1.5605712
E00041566,413464.408,563739.416,54.968095,-1.791226
E00041386,426602.695,562691.13,54.958153,-1.5861137
E00041567,414022.126,563537.941,54.966265,-1.78252
E00041385,426488.673,562339.946,54.954996,-1.5879262
E00041564,413629.988,563912.521,54.969645,-1.7886406
E00041384,425950.149,562466.271,54.956165,-1.5963153
E00041565,413825.499,563818.715,54.968795,-1.7855835
E00041383,426042.366,562565.283,54.95705,-1.5948698
E00041562,413455.568,565036.265,54.97975,-1.7913062
E00041382,426454.609,562563.038,54.95701,-1.5884366
E00041563,413354.955,563573.068,54.966606,-1.7929518
E00041381,426385.662,562468.909,54.95616,-1.5895227
E00041560,414169.28,559342.116,54.928563,-1.7804293
E00041380,425621.161,562830.982,54.959453,-1.6014203
E00041561,414118.676,559077.333,54.926184,-1.781238
E00041976,419651.679,560699.223,54.940573,-1.6947942
E00041389,426738.44,562236.693,54.954057,-1.5840322
E00041568,413586.948,563630.449,54.967112,-1.7893255
E00041977,420403.997,560591.364,54.939573,-1.6830639
E00041388,426420.375,562136.032,54.953175,-1.5890066
E00041569,413443.063,563395.382,54.965004,-1.79157
E00041974,420477.315,558841.742,54.923844,-1.6820328
E00041975,420360.077,558103.265,54.917217,-1.6839103
E00041972,420859.727,558792.57,54.923388,-1.6760762
E00041973,421011.804,558755.713,54.923049,-1.6737074
E00041436,427536.958,555887.599,54.896961,-1.5721777
E00041746,427238.64,561222.803,54.944918,-1.576321
E00041970,420690.431,559016.402,54.925408,-1.678697
E00041437,427893.711,555504.753,54.8935,-1.5666484
E00041747,427312.886,561137.517,54.94415,-1.5751739
E00041971,420711.443,558818.689,54.923628,-1.6783835
E00041434,427088.972,555948.406,54.897534,-1.5791572
E00041744,428112.947,559518.695,54.929558,-1.5628436
E00041886,423273.077,561173.751,54.944678,-1.6382207
E00041804,429878.64,562601.995,54.957159,-1.5349668
E00041805,429913.055,562476.153,54.956034,-1.5344332
E00041802,430008.992,562508.657,54.956316,-1.5329465
E00041881,424472.537,561767.511,54.949958,-1.6194534
E00041855,424874.321,561505.6,54.947584,-1.6131998
E00041624,422453.386,561171.536,54.944697,-1.6510214
E00041799,429339.122,562389.946,54.955286,-1.5434049
E00041798,430006.968,562969.656,54.960458,-1.5329297
E00041368,426497.293,561986.765,54.951823,-1.5878182
E00041954,419808,560217.804,54.936236,-1.6923766
E00041497,415942.089,558466.42,54.920638,-1.7528109
E00041950,420581.228,560369.434,54.93757,-1.6803014
E00041727,426956.072,560897.239,54.942013,-1.5807535
E00041494,416033.497,558608.997,54.921912,-1.7513834
E00041491,415457.812,558677.307,54.92255,-1.7603663
E00041966,420525.924,559229.95,54.927329,-1.6812564
E00041424,427965.476,554212.68,54.881886,-1.5656507
E00042015,428971.759,560136.43,54.935062,-1.5493773
E00041779,426166.491,560077.352,54.934686,-1.5931592
E00041834,415964.036,563824.732,54.968786,-1.752172
E00041600,422692.465,562215.619,54.954068,-1.6472084
E00041839,417398.199,563850.238,54.968972,-1.7297715
E00041689,427381.324,558886.199,54.923919,-1.5743104
E00041477,415633.438,558156.937,54.917862,-1.7576485
E00042024,430363.392,561428.86,54.94659,-1.527517
E00041785,429942.392,562818.741,54.959105,-1.5339448
E00041576,425922.592,561381.687,54.946417,-1.5968501
E00041483,416733,558494.007,54.920864,-1.7404687
E00041482,412110.22,556928.749,54.906924,-1.8126594
E00041480,412056.936,557755.721,54.914357,-1.8134673
E00041895,423277.131,560417.191,54.937884,-1.6382192
E00041811,428888.394,561995.456,54.951772,-1.5504864
E00170020,429863.45,561729.615,54.949324,-1.5352913
E00170027,420176.887,561867.015,54.951048,-1.6865179
E00041765,425413.342,559148.966,54.926377,-1.6049927
E00041581,426450.425,561094.483,54.94381,-1.5886338
E00041823,415060.506,564375.811,54.973765,-1.7662638
