lat,lng
54.938992,-1.5752438
54.92345,-1.5868598
54.960351,-1.7283145
54.950052,-1.5306147
54.946067,-1.6079689
54.941638,-1.6691395
54.920656,-1.584439
54.915897,-1.7546183
54.944794,-1.6116967
54.940226,-1.6684799
54.944354,-1.5303064
54.920669,-1.5936906
54.915367,-1.815787
54.965486,-1.779088
54.94176,-1.6846077
54.945202,-1.5266591
54.947606,-1.6117008
54.939783,-1.6707156
54.969161,-1.7558093
54.942805,-1.6820863
54.966087,-1.7507673
54.943205,-1.6873126
54.948374,-1.5701178
54.917852,-1.5895536
54.947905,-1.5377432
54.962282,-1.7717965
54.944996,-1.6881417
54.950688,-1.5664084
54.917492,-1.566266
54.955184,-1.5449675
54.96791,-1.750428
54.943305,-1.6910895
54.950054,-1.5726136
54.907222,-1.5819571
54.948662,-1.570146
54.904572,-1.6148596
54.945955,-1.5545947
54.952046,-1.5592115
54.899907,-1.5741269
54.934604,-1.5953607
54.950722,-1.5581487
54.918286,-1.5774275
54.935541,-1.5960224
54.950556,-1.5747161
54.90119,-1.5788228
54.934803,-1.6013674
54.953848,-1.5703405
54.899887,-1.5711487
54.936592,-1.6013809
54.953322,-1.6006065
54.937439,-1.674824
54.952971,-1.6032019
54.949513,-1.5669831
54.915473,-1.6294191
54.949089,-1.5466288
54.948425,-1.5591106
54.907856,-1.5782073
54.948426,-1.5425458
54.953365,-1.6372995
54.956088,-1.6112287
54.945631,-1.5798729
54.955662,-1.6044871
54.94897,-1.5865359
54.95914,-1.6102154
54.946303,-1.587016
54.952527,-1.6133085
54.950582,-1.5902977
54.95034,-1.5930949
54.964882,-1.7834958
54.95351,-1.5792443
54.950633,-1.5946065
54.914638,-1.6982037
54.954831,-1.6143014
54.946727,-1.5982052
54.936899,-1.6950873
54.946525,-1.5835167
54.951413,-1.6816281
54.922274,-1.6796893
54.953196,-1.6798027
54.951416,-1.6725723
54.934883,-1.5903324
54.935775,-1.5751529
54.950971,-1.6155874
54.928831,-1.7425553
54.952189,-1.6761571
54.933601,-1.601785
54.934635,-1.580799
54.95181,-1.6110982
54.927891,-1.7401426
54.953061,-1.6828486
54.940083,-1.5919341
54.953717,-1.6174349
54.926955,-1.7438312
54.938709,-1.5948512
54.936925,-1.5776224
54.953869,-1.6141544
54.911909,-1.8165046
54.942343,-1.5905376
54.93096,-1.583537
54.954034,-1.6123884
54.941693,-1.5978183
54.927939,-1.5753134
54.932336,-1.5969752
54.948118,-1.5738207
54.957176,-1.6086104
54.906754,-1.8189766
54.932658,-1.5939132
54.935955,-1.5830952
54.954959,-1.6096001
54.934428,-1.6918598
54.937157,-1.6978792
54.968207,-1.7550028
54.936046,-1.6365032
54.933239,-1.5985737
54.93555,-1.5776368
54.95057,-1.6140299
54.926109,-1.7473474
54.973386,-1.7704683
54.937042,-1.6390227
54.933022,-1.5899143
54.950094,-1.6168448
54.92531,-1.7433111
54.970594,-1.7531763
54.967889,-1.7811835
54.93839,-1.6330014
54.950612,-1.5407099
54.940251,-1.6333591
54.974231,-1.7608401
54.936534,-1.6404476
54.950189,-1.5452893
54.94309,-1.63619
54.942481,-1.6339944
54.972683,-1.746493
54.959643,-1.618706
54.974627,-1.7569634
54.935514,-1.6328871
54.956138,-1.6453789
54.952177,-1.6105951
54.959061,-1.5863855
54.960571,-1.5864481
54.968828,-1.5967976
54.963545,-1.610657
54.955024,-1.6016983
54.965637,-1.6045297
54.930308,-1.5952321
54.95128,-1.5973635
54.957982,-1.7302668
54.924615,-1.6047759
54.954873,-1.7260248
54.928268,-1.5897442
54.953504,-1.5985905
54.957997,-1.7247543
54.945182,-1.5930065
54.917636,-1.7565266
54.942324,-1.5848869
54.958865,-1.7229837
54.930026,-1.6024757
54.955073,-1.7313012
54.918526,-1.8069426
54.942242,-1.5873385
54.958324,-1.7108068
54.955151,-1.7342051
54.917888,-1.8190827
54.946891,-1.5909753
54.959451,-1.7320529
54.931167,-1.5995306
54.956446,-1.7263576
54.918924,-1.8085788
54.94463,-1.5864711
54.959211,-1.7134084
54.931956,-1.6016296
54.956328,-1.7219705
54.919945,-1.8123494
54.959756,-1.7084541
54.934284,-1.6047436
54.934235,-1.731799
54.919637,-1.8106815
54.945198,-1.5820005
54.958452,-1.7272341
54.932789,-1.6066154
54.933404,-1.7300098
54.971035,-1.7674199
54.950175,-1.6792022
54.942263,-1.7133416
54.92562,-1.5881483
54.950407,-1.5971068
54.957346,-1.7075189
54.942605,-1.5965292
54.97358,-1.7547046
54.949117,-1.6764628
54.948737,-1.7307814
54.951184,-1.5303361
54.92487,-1.5950058
54.949647,-1.5872315
54.957443,-1.6994917
54.941555,-1.591529
54.974452,-1.7636509
54.949931,-1.6819833
54.949499,-1.7261394
54.940282,-1.637667
54.94497,-1.6851914
54.936953,-1.6332954
54.945918,-1.6836229
54.955874,-1.5768617
54.936063,-1.5625077
54.957424,-1.5780166
54.934735,-1.5605712
54.968095,-1.791226
54.958153,-1.5861137
54.966265,-1.78252
54.954996,-1.5879262
54.969645,-1.7886406
54.956165,-1.5963153
54.968795,-1.7855835
54.95705,-1.5948698
54.97975,-1.7913062
54.95701,-1.5884366
54.966606,-1.7929518
54.95616,-1.5895227
54.928563,-1.7804293
54.959453,-1.6014203
54.926184,-1.781238
54.940573,-1.6947942
54.954057,-1.5840322
54.967112,-1.7893255
54.939573,-1.6830639
54.953175,-1.5890066
54.965004,-1.79157
54.923844,-1.6820328
54.917217,-1.6839103
54.923388,-1.6760762
54.923049,-1.6737074
54.896961,-1.5721777
54.944918,-1.576321
54.925408,-1.678697
54.8935,-1.5666484
54.94415,-1.5751739
54.923628,-1.6783835
54.897534,-1.5791572
54.929558,-1.5628436
54.944678,-1.6382207
54.957159,-1.5349668
54.956034,-1.5344332
54.956316,-1.5329465
54.949958,-1.6194534
54.947584,-1.6131998
54.944697,-1.6510214
54.955286,-1.5434049
54.960458,-1.5329297
54.951823,-1.5878182
54.936236,-1.6923766
54.920638,-1.7528109
54.93757,-1.6803014
54.942013,-1.5807535
54.921912,-1.7513834
54.92255,-1.7603663
54.927329,-1.6812564
54.881886,-1.5656507
54.935062,-1.5493773
54.934686,-1.5931592
54.968786,-1.752172
54.954068,-1.6472084
54.968972,-1.7297715
54.923919,-1.5743104
54.917862,-1.7576485
54.94659,-1.527517
54.959105,-1.5339448
54.946417,-1.5968501
54.920864,-1.7404687
54.906924,-1.8126594
54.914357,-1.8134673
54.937884,-1.6382192
54.951772,-1.5504864
54.949324,-1.5352913
54.951048,-1.6865179
54.926377,-1.6049927
54.94381,-1.5886338
54.973765,-1.7662638
