oa11cd,x,y,lat,lon
E00042443,425100.529,565702.687,54.985287,-1.609306
E00042875,422663.174,564622.509,54.975698,-1.647472
E00042440,426001.423,566035.913,54.988233,-1.5951968
E00042872,417890.339,567537.859,55.002086,-1.7218577
E00042441,425583.103,565934.021,54.987347,-1.6017379
E00042873,422844.09,565040.678,54.979446,-1.6446112
E00042870,417970.558,567739.948,55.003898,-1.7205945
E00042871,418320.254,567489.512,55.001639,-1.7151386
E00042448,425200.512,566586.785,54.993226,-1.607666
E00042449,424943.079,566886.827,54.995934,-1.6116567
E00042878,422595.146,564899.801,54.978191,-1.6485126
E00042879,422455.212,564686.666,54.976283,-1.6507165
E00042436,427140.435,565423.209,54.982673,-1.5774551
E00042437,426950.835,565414.123,54.982603,-1.5804247
E00042826,424489.197,564175.071,54.971596,-1.6189834
E00042434,426957.432,565532.502,54.983663,-1.5803043
E00042827,423570.211,563833.968,54.968567,-1.633367
E00042435,427115.919,565349.963,54.98201,-1.5778527
E00042824,423466.387,564135.968,54.971285,-1.6349668
E00042432,427263.759,565640.015,54.984617,-1.5755126
E00042825,424050.252,564072.145,54.970691,-1.6258496
E00042433,427090.004,565603.233,54.984294,-1.5782194
E00042822,424222.538,564145.224,54.971339,-1.6231567
E00042430,427511.473,565774.566,54.985807,-1.5716246
E00042823,423574.224,564174.761,54.971631,-1.6332766
E00042431,427367.639,565719.202,54.985321,-1.57388
E00042820,423991.422,564565.018,54.975124,-1.6267301
E00042438,426975.994,565288.855,54.981469,-1.5800459
E00042439,425388.244,566260.938,54.990287,-1.6047564
E00042828,423794.754,564064.009,54.970632,-1.6298491
E00042829,424377.006,563979.573,54.96984,-1.6207496
E00042176,423970.671,570077.413,55.024656,-1.6265988
E00042897,422459.758,565092.288,54.979931,-1.6506224
E00042177,423799.506,569890.235,55.022984,-1.629289
E00042896,422688.08,565240.287,54.981251,-1.6470328
E00042814,423785.013,563479.727,54.965375,-1.630038
E00042174,423807.962,570212.733,55.025877,-1.6291372
E00042895,422588.253,565347.922,54.982217,-1.6485869
E00042175,424405.657,570165.792,55.025426,-1.6197873
E00042894,422294.653,565612.471,54.984611,-1.6531601
E00042172,424566.3,570226.967,55.025966,-1.6172638
E00042893,422351.665,565388.809,54.982596,-1.6522868
E00042173,424166.982,570309.295,55.026731,-1.6235136
E00042892,421843.915,565659.051,54.985053,-1.6602038
E00042810,423557.975,563558.009,54.966096,-1.6335925
E00042170,424038.422,570373.814,55.027313,-1.6255104
E00042891,422406.717,565671.859,54.985136,-1.6514054
E00042811,423300.376,563705.327,54.967429,-1.6375946
E00042171,424746.221,570171.02,55.025463,-1.6144529
E00042890,422075.622,565670.638,54.985142,-1.6565777
E00042818,423439.774,563346.668,54.964197,-1.6354528
E00042178,424191.279,569986.32,55.023828,-1.6231497
E00042899,423090.585,564493.439,54.97452,-1.6408116
E00042819,423390.204,563376.184,54.964468,-1.6362156
E00042179,427074.76,567374.382,55.000209,-1.5783027
E00042898,422659.629,564993.182,54.979032,-1.6475053
E00042126,426809.769,564563.421,54.974963,-1.5827071
E00042127,426901.974,564990.166,54.978795,-1.5812299
E00042124,427383.86,563618.4,54.966441,-1.5738299
E00042125,426697.543,564944.451,54.978393,-1.5844214
E00042122,427857.407,563773.766,54.967807,-1.5664116
E00042123,427628.156,563550.061,54.965816,-1.5700098
E00042120,427850.467,564005.968,54.969892,-1.5664985
E00042121,427440.864,563924.039,54.969187,-1.5729105
E00042128,426742.74,564900.768,54.977995,-1.5837225
E00042129,426928.194,564853.321,54.977563,-1.5808209
E00042116,427304.188,564279.097,54.972385,-1.5750011
E00042197,426922.841,568296.005,55.008502,-1.5805924
E00042117,427251.687,563546.749,54.965801,-1.5758984
E00042196,426476.459,566378.154,54.991291,-1.5877423
E00042677,425836.925,564376.925,54.973334,-1.5979242
E00042114,426607.15,564185.687,54.971578,-1.5858977
E00042674,426029.173,564380.359,54.97336,-1.5949089
E00042115,426909.576,564364.111,54.97317,-1.5811635
E00042194,426797.491,566799.679,54.995057,-1.5826863
E00042112,427167.294,565066.257,54.979464,-1.5770669
E00042193,426762.891,566622.831,54.993468,-1.5832498
E00042672,425416.085,564871.658,54.977804,-1.6044415
E00042113,427305.179,564428.803,54.973724,-1.5749713
E00042192,427656.116,566766.596,54.994713,-1.5692634
E00042673,425551.314,564748.026,54.976692,-1.6023433
E00042110,427493.757,564168.221,54.971377,-1.5720593
E00042670,425661.382,564790.322,54.977063,-1.600621
E00042111,427136.175,565182.487,54.980508,-1.5775403
E00042190,426971.839,567984.389,55.005696,-1.5798555
E00042118,427357.251,564100.285,54.970773,-1.5741902
E00042199,426690.074,568161.549,55.007301,-1.5842322
E00042198,426198.032,568275.524,55.008352,-1.5919141
E00042679,425510.211,564221.309,54.971958,-1.6030305
E00042626,417070.951,566526.471,54.99303,-1.7347365
E00042627,416034.815,566245.824,54.990539,-1.7509442
E00042624,415204.461,566483.498,54.992703,-1.7639032
E00042625,416846.543,566460.87,54.992444,-1.7382414
E00042622,414946.117,566897.075,54.996431,-1.7679141
E00042623,416056.423,566702.426,54.994645,-1.7505749
E00042620,415723.46,566699.617,54.994628,-1.7557799
E00042621,415874.164,566548.123,54.993267,-1.753428
E00042628,416073.37,566457.43,54.992442,-1.7503228
E00042629,415700.149,566413.41,54.992059,-1.7561549
E00042616,415938.471,567042.745,54.997704,-1.7524004
E00042697,420537.129,564223.236,54.972205,-1.6807139
E00042617,415696.714,567056.748,54.997837,-1.7561824
E00042614,415955.416,566897.907,54.9964,-1.7521427
E00042695,420878.323,564440.884,54.974141,-1.6753714
E00042366,425035.207,568398.777,55.009516,-1.610087
E00042615,415208.872,566694.738,54.994599,-1.7638296
E00042694,419852.739,564365.578,54.973508,-1.6914047
E00042367,423392.791,568598.859,55.011393,-1.63576
E00042612,416469.892,565411.064,54.98303,-1.7441934
E00042693,420305.087,564417.223,54.973957,-1.6843244
E00042613,416116.005,567014.428,54.997446,-1.7496197
E00042365,425266.978,568644.078,55.011715,-1.6064536
E00042610,416929.494,566116.198,54.98935,-1.7369643
E00042691,420248.247,564577.768,54.975397,-1.6852036
E00042362,423132.776,568239.77,55.008179,-1.6398544
E00042611,416413.906,565590.875,54.984641,-1.7450583
E00042690,419904.216,564863.829,54.977981,-1.690558
E00042363,424422.57,569453.789,55.019027,-1.6195819
E00042360,423550.077,568991.909,55.014917,-1.6332573
E00042361,424699.657,568676.557,55.012031,-1.6153167
E00042618,415729.268,566971.242,54.997072,-1.7556712
E00042619,415431.335,566725.864,54.994871,-1.7603424
E00042368,423548.2,568626.143,55.011637,-1.6333185
E00042369,423327.342,568534.052,55.010821,-1.6367816
E00042356,422109.025,564832.454,54.97761,-1.6561108
E00042357,422245.018,564786.904,54.977191,-1.6539896
E00042354,422113.743,565115.712,54.980153,-1.6560265
E00042355,422224.527,564984.688,54.978971,-1.6543024
E00042352,421798.217,565118.899,54.980194,-1.660948
E00042350,421413.984,565036.711,54.979474,-1.6669694
E00042351,421673.266,565090.198,54.979948,-1.6629031
E00042358,420691.721,566421.314,54.99195,-1.6781504
E00042359,420545.565,566498.452,54.992648,-1.6804268
E00042387,424218.031,569712.61,55.021364,-1.6227505
E00042307,422587.698,568093.783,55.006892,-1.648387
E00042386,424747.613,569515.821,55.019568,-1.6144938
E00042304,422652.001,568235.299,55.008165,-1.6473595
E00042385,424718.165,569813.074,55.022247,-1.6149217
E00042305,422854.54,568143.116,55.007329,-1.6442085
E00042384,423308.75,567767.999,55.00393,-1.6371408
E00042302,422782.126,568286.828,55.008618,-1.6453229
E00042383,423731.091,568004.466,55.00604,-1.6305083
E00042303,422148.599,568176.9,55.007658,-1.6552442
E00042382,424950.364,568118.064,55.007005,-1.6114403
E00042300,422208.616,568395.066,55.009623,-1.6542892
E00042381,424890.713,568231.526,55.008023,-1.6123686
E00042301,422509.014,568454.671,55.01014,-1.6495782
E00042380,423200.9,568040.341,55.006388,-1.6388072
E00042308,422488.03,568245.61,55.008263,-1.6499229
E00042389,424192.644,569076.465,55.01565,-1.6232107
E00042309,422873.681,569688.844,55.021212,-1.6437885
E00042388,424117.681,569316.038,55.017811,-1.6243634
E00042546,418088.211,565458.441,54.983397,-1.7188929
E00042547,427971.049,564545.17,54.974738,-1.564556
E00042544,419034.815,565401.688,54.98285,-1.7041149
E00042545,418615.987,565517.683,54.983908,-1.7106544
E00042542,418273.362,565547.208,54.98419,-1.7159965
E00042543,418394.53,565839.973,54.986809,-1.7140871
E00042541,418989.971,565553.11,54.984217,-1.704808
E00042548,427962.124,564318.65,54.972699,-1.5647187
E00042549,428060.407,563961.7,54.969485,-1.5632226
E00042536,418606.501,564766.562,54.977159,-1.7108435
E00042537,418239.443,564751.863,54.977038,-1.7165781
E00042534,418417.762,564809.121,54.977553,-1.7137935
E00042926,419908.225,568064.681,55.006745,-1.6902742
E00042535,418980.57,564689.737,54.976454,-1.7050055
E00042927,420448.895,567897.265,55.005223,-1.6818434
E00042532,419031.181,565020.457,54.979426,-1.7041869
E00042924,420385.805,568257.274,55.00846,-1.6828028
E00042533,418248.305,564941.244,54.978745,-1.7164255
E00042925,420326.643,567807.573,55.004419,-1.6837571
E00042530,418470.828,564916.923,54.978512,-1.7129586
E00042922,419748.008,568021.345,55.006365,-1.6927787
E00042531,418754.576,564785.975,54.977325,-1.70853
E00042923,419946.365,567591.138,55.002493,-1.6897129
E00042920,420228.304,568208.583,55.008027,-1.685261
E00042921,419828.208,568188.849,55.007863,-1.6915165
E00042538,419086.489,564496.236,54.974715,-1.7033622
E00042539,419155.295,565691.223,54.985451,-1.7022049
E00042928,419694.45,567712.756,55.003591,-1.6936441
E00042929,419575.707,567849.341,55.004827,-1.6954952
E00042916,420166.451,568396.144,55.009718,-1.6862172
E00042917,419643.239,568353.318,55.009353,-1.6943977
E00042914,419371.565,568464.764,55.010361,-1.6986431
E00042915,419643.096,568476.69,55.010458,-1.6943893
E00042912,420801.337,569466.674,55.019307,-1.6762111
E00042913,420733.033,568922.431,55.014422,-1.6773138
E00042910,419576.89,569792.084,55.022286,-1.6953473
E00042911,417818.378,568973.374,55.014992,-1.7228944
E00175576,424311.811,563865.287,54.968819,-1.6217901
E00042918,419852.264,568318.193,55.00903,-1.6911322
E00175558,424786.735,564161.152,54.971455,-1.6143452
E00042919,420067.117,568272.739,55.008608,-1.6877738
E00175574,425274.728,565044.263,54.979366,-1.6066448
E00175560,426141.733,564241.121,54.972105,-1.5931719
E00175568,423282.436,570202.351,55.025812,-1.63735
E00175571,424063.211,570636.384,55.029675,-1.6250973
E00175555,425508.908,565148.333,54.980288,-1.6029796
E00175564,424997.567,565351.553,54.982138,-1.610946
E00175577,422963.831,563682.582,54.967238,-1.6428602
E00175599,419842.104,566212.807,54.990106,-1.6914337
E00175597,421341.07,564029.757,54.970428,-1.6681689
E00175598,422035.464,565399.233,54.982709,-1.6572235
E00175556,425907.055,564444.455,54.973942,-1.5968089
E00042776,428535.458,565269.666,54.981212,-1.5556734
E00042777,428856.196,564852.44,54.977447,-1.5506998
E00042774,429023.627,565831.196,54.986234,-1.547992
E00042775,429145.193,565505.343,54.983298,-1.5461186
E00042772,428414.694,565891.723,54.986808,-1.5575026
E00042773,428691.49,565934.721,54.987179,-1.5531697
E00042770,429145.849,564877.166,54.977654,-1.5461822
E00042771,428781.422,564666.874,54.975779,-1.5518901
E00175570,423519.744,570351.575,55.02714,-1.6336307
E00175586,420251.902,564315.582,54.973043,-1.6851751
E00175593,425372.224,564265.141,54.972361,-1.6051823
E00042778,429090.045,564762.13,54.976624,-1.5470531
E00175575,424306.226,563653.894,54.966914,-1.6218861
E00042779,428468.496,564623.278,54.975411,-1.5567842
E00175579,425293.27,564068.907,54.970594,-1.6064337
E00175585,424465.698,563936.077,54.969449,-1.6193786
E00175587,424316.522,564051.325,54.97049,-1.6216963
E00175551,425062.845,564006.477,54.970049,-1.6100474
E00042726,424780.975,567328.027,54.999914,-1.6141663
E00042727,424927.786,567300.8,54.999655,-1.6118709
E00042724,423418.606,567542.517,55.001903,-1.6354395
E00175573,423784.99,570714.226,55.030389,-1.6294554
E00042725,424187.954,567494.806,55.001435,-1.623422
E00175552,424794.698,563563.199,54.966081,-1.6142717
E00042723,423746.52,567397.176,55.000584,-1.630324
E00042720,423721.146,567634.92,55.002715,-1.6306952
E00042728,424208.961,567280.937,54.999511,-1.6231118
E00042729,424346.737,567203.378,54.998812,-1.6209611
E00042716,425443.863,568071.514,55.006557,-1.6037367
E00042797,428686.275,565190.861,54.980494,-1.553322
E00042717,424984.797,567866.099,55.004738,-1.6109307
E00042796,429255.261,565058.465,54.979274,-1.5444453
E00042714,423800.395,567766.885,55.003898,-1.6294493
E00042795,428456.427,565473.62,54.98305,-1.5568876
E00042066,422003.582,563775.476,54.968117,-1.6578475
E00042715,425292.891,567716.733,55.003375,-1.6061287
E00042794,428506.751,565622.636,54.984386,-1.5560916
E00042067,420789.463,568459.911,55.010259,-1.6764716
E00042712,424426.833,567662.949,55.002933,-1.6196716
E00042793,429539.465,565167.44,54.980237,-1.539997
E00042064,422250.47,563855.525,54.968825,-1.6539833
E00042713,424761.2,567746.908,55.003671,-1.6144273
E00042792,428990.769,565694.363,54.985005,-1.5485215
E00042065,421604.778,563753.117,54.967936,-1.6640814
E00042710,424549.088,567463.28,55.001139,-1.6177657
E00042791,429119.887,565689.284,54.984952,-1.5465063
E00042062,422014.223,563903.066,54.969266,-1.6576659
E00042711,423975.85,567915.19,55.005228,-1.626701
E00042790,429371.982,565678.928,54.984839,-1.5425697
E00042061,421843.471,563936.808,54.96957,-1.6603345
E00042718,425153.555,567684.72,55.003095,-1.6083045
E00042799,428770.108,565125.52,54.979905,-1.5520161
E00042719,423582.084,567649.702,55.002857,-1.632867
E00042798,429489.81,564919.627,54.978012,-1.5408036
E00042068,421218.398,568565.68,55.011194,-1.669756
E00042069,421032.09,568368.707,55.009431,-1.6726787
E00042056,421451.752,564167.034,54.971663,-1.6664404
E00042057,421396.422,564356.084,54.973364,-1.6672855
E00042054,420314.039,564734.014,54.976806,-1.6841615
E00042055,420745.092,564848.827,54.977812,-1.6774198
E00042052,420997.828,564546.295,54.975088,-1.6735047
E00042053,421348.595,564674.334,54.976223,-1.6680118
E00042050,421120.4,564888.969,54.978156,-1.6715581
E00042051,420285.009,564967.247,54.978901,-1.6845981
E00042058,421230.953,564387.685,54.973649,-1.6698764
E00042059,421665.658,563992.002,54.970081,-1.6631106
E00042087,421637.455,566194.013,54.98987,-1.6633826
E00042086,421054.327,566414.78,54.991872,-1.6724777
E00042085,420856.556,566587.054,54.993434,-1.6755597
E00042084,420994.723,568624.048,55.011733,-1.6732542
E00042083,420763.456,568620.665,55.011707,-1.6768665
E00042082,421121.617,568735.914,55.012725,-1.6712602
E00042081,420767.346,567320.52,55.000025,-1.6768978
E00042080,420588.678,567561.738,55.002198,-1.6796787
E00042089,421715.379,566278.807,54.990621,-1.6621573
E00042088,421606.499,566466.865,54.992315,-1.6638467
E00042246,420147.695,566696.882,54.994443,-1.6866333
E00042247,419188.458,566543.464,54.993106,-1.7016325
E00042244,419082.991,565947.477,54.987754,-1.7033287
E00042245,419617.102,565822.121,54.98661,-1.6949766
E00042242,419291.672,565978.627,54.988025,-1.7000605
E00042243,419015.254,566099.621,54.989123,-1.7043657
E00042241,419420.977,565979.552,54.988029,-1.6980445
E00042248,417973.059,566353.944,54.991443,-1.720634
E00042236,418165.887,566344.602,54.991356,-1.7176339
E00042237,419543.209,566085.581,54.988976,-1.6961152
E00042234,418765.639,566054.56,54.988728,-1.7082756
E00042235,418727.948,566161.4,54.989691,-1.7088625
E00042232,418431.895,566161.294,54.989701,-1.7134884
E00042233,419020.151,566239.317,54.99038,-1.7042783
E00042230,420054.285,566356.868,54.991391,-1.6881106
E00042238,419666.719,566152.396,54.989574,-1.6941884
E00042476,425232.952,566850.822,54.995596,-1.6071427
E00042477,425078.023,566772.401,54.994903,-1.6095565
E00042474,425830.785,566766.172,54.994811,-1.5978034
E00042866,418695.067,567702.832,55.003539,-1.7092626
E00042475,424995.281,566804.38,54.995195,-1.610851
E00042867,418366.854,567687.022,55.003417,-1.7144069
E00042472,425721.381,566919.924,54.996191,-1.5994934
E00042864,418265.024,567861.396,55.004984,-1.7159748
E00042473,425175.281,566986.704,54.996821,-1.6080217
E00042865,418158.122,567946.136,55.005752,-1.7176423
E00042470,425389.413,567036.587,54.99726,-1.6046723
E00042862,417963.229,566903.599,54.996386,-1.720756
E00042471,425367.123,566684.07,54.994098,-1.6050472
E00042863,420267.198,566832.466,54.99566,-1.6847482
E00042860,418944.392,567005.985,54.997267,-1.7054157
E00042861,419123.427,566918.179,54.996478,-1.7026235
E00042478,422010.614,566656.967,54.994005,-1.6575181
E00042479,422118.824,566411.593,54.991799,-1.6558489
E00042868,417652.481,567640.802,55.00302,-1.725572
E00042869,418544.285,567518.947,55.001891,-1.711635
E00042426,427252.213,566046.071,54.988266,-1.5756461
E00042427,427264.359,565937.429,54.987286,-1.5754689
E00042424,427158.156,566151.446,54.989214,-1.5771051
E00042856,417824.894,566862.572,54.996023,-1.7229312
E00042425,427047.801,565959.1,54.987495,-1.5788578
E00042857,420054.429,566975.596,54.996954,-1.6880674
E00042422,426811.302,566288.375,54.990464,-1.5825151
E00042854,418253.629,566899.211,54.99634,-1.7162234
E00042423,426635.908,566142.872,54.989162,-1.5852792
E00042855,417991.35,567113.269,54.998272,-1.7203053
E00042420,427611.478,566313.351,54.990645,-1.5700103
E00042852,417576.71,567069.548,54.997892,-1.726795
E00042421,427449.328,566242.782,54.990016,-1.5725488
E00042853,419315.306,566912.025,54.996417,-1.6996228
E00042850,419494.038,567258.94,54.999519,-1.6968015
E00042851,420210.254,567123.929,54.998277,-1.6856187
E00042428,427285.852,565821.675,54.986242,-1.5751517
E00042429,427098.128,565789.177,54.985965,-1.5780769
E00042858,418469.438,567028.215,54.997491,-1.7128389
E00042859,418652.893,566955.898,54.996828,-1.7099832
E00042416,427377.668,566521.613,54.992527,-1.5736474
E00042417,427591.614,566491.605,54.992246,-1.5703057
E00042496,423253.418,567352.254,55.000203,-1.6380342
E00042166,423384.173,571875.576,55.04084,-1.6356183
E00042806,423833.295,563881.644,54.968985,-1.629255
E00042414,426936.82,565603.63,54.984302,-1.5806257
E00042495,422365.869,567200.938,54.998878,-1.6519273
E00042887,421639.7,565765.453,54.986015,-1.6633836
E00042807,423724.101,563608.971,54.966537,-1.6309801
E00042415,427142.287,565513.427,54.983482,-1.5774153
E00042494,422755.714,567302.552,54.999777,-1.6458229
E00042886,421602.935,565947.96,54.987652,-1.6639481
E00042164,423083.469,571978.435,55.04178,-1.64032
E00042412,426946.568,565781.788,54.985901,-1.5804528
E00042493,422202.039,567394.151,55.000628,-1.6544602
E00042885,421267.905,566062.672,54.9887,-1.6691747
E00042805,423420.98,563727.982,54.967621,-1.6357185
E00042413,427025.732,565686.933,54.985043,-1.5792273
E00042492,422984.522,567336.96,55.000072,-1.6422405
E00042884,421728.16,565962.71,54.987781,-1.661978
E00042162,420297.679,573361.925,55.054328,-1.6838182
E00042802,428861.26,564978.932,54.978578,-1.5506091
E00042410,427538.782,565901.347,54.986947,-1.5711906
E00042491,421692.687,567483.053,55.00145,-1.6624259
E00042883,421461.34,566038.916,54.988476,-1.6661448
E00042889,422512.684,565691.248,54.985311,-1.6497475
E00042156,423458.883,572807.12,55.049212,-1.6343841
E00042180,428046.599,567360.048,55.000029,-1.5631099
E00042605,424018.823,565401.468,54.982635,-1.6262386
E00042682,426289.225,565883.799,54.986852,-1.59071
E00042681,426212.432,565871.156,54.986749,-1.5919144
E00042345,421639.701,565262.837,54.981495,-1.6634214
E00042520,419356.368,565276.021,54.981714,-1.6990919
E00042902,422423.613,564864.065,54.977884,-1.6512026
E00042518,419435.402,565581.522,54.984452,-1.697837
E00175553,424527.072,564144.502,54.971315,-1.6183925
E00042703,419837.018,565352.93,54.982378,-1.6915711
E00042218,426468.891,567051.049,54.997339,-1.5878053
E00042403,427822.07,566471.013,54.992053,-1.5666974
E00042839,418161.853,567250.667,54.999497,-1.7176393
E00042311,422892.326,569552.253,55.019989,-1.6435022
E00042258,419159.79,566366.096,54.991516,-1.7020975
E00042205,426575.757,567575.586,55.002042,-1.5860844
E00042816,423627.083,563382.887,54.964511,-1.6325136
E00042195,426887.559,566987.782,54.996741,-1.581262
E00042191,426639.786,566688.694,54.994068,-1.5851661
E00042364,423747.287,568649.89,55.011835,-1.6302049
E00042353,420932.788,565155.486,54.980563,-1.6744759
E00042306,422012.154,568169.122,55.007601,-1.657371
E00042540,419359.057,565654.52,54.985111,-1.6990196
E00042722,423410.092,567656.904,55.002928,-1.6355553
E00042721,425265.185,567451.605,55.000995,-1.6065741
E00042240,419303.348,566150.062,54.98957,-1.6998615
E00042249,418178.569,566470.577,54.992487,-1.7174228
E00042165,423152.143,571846.613,55.040591,-1.6392509
